Group,Contrast,Correlation,Energy,Homogeneity,LBP_Entropy,Gabor_Mean,Wavelet_Energy
Generic,1146.5417655109488,0.7734111649258906,0.007960514941214664,0.045950055747096596,4.590256405779816,74.04020093351548,16.20540340909091
Generic,883.2255838987475,0.903514799903202,0.00936536055495766,0.07771536737521736,4.915867414079538,69.51483072916666,11.27810546875
Generic,1199.7083667762492,0.717206563128626,0.008310812196943214,0.06237061880569471,4.885437755686274,82.74632977166276,12.368859521028037
Generic,1242.728044847069,0.779095826202195,0.009492889508379386,0.07054570146103184,4.603467704585806,59.086139231220656,15.927259389671361
Generic,1224.5340620109548,0.782889751321974,0.00855512656340249,0.05949094496654975,4.798686474739181,71.12706909179687,14.84163818359375
Generic,1988.5617696922275,0.7343181377236906,0.007809294100852287,0.07637399715409617,4.818546692094243,83.31980143229167,17.994147135416668
Generic,1386.759783352895,0.8318387710280594,0.011478839548760689,0.06559752463020897,4.936379330600128,81.94195068359375,15.0055712890625
Generic,989.6765681902231,0.8213401830670574,0.010115060409611304,0.09208367079344258,4.890536136936506,64.30681484741784,9.9599951171875
Generic,854.7667987089203,0.906356182557825,0.01942352668745113,0.1572435292890463,4.80283496567906,56.57611083984375,10.525126953125
Generic,1241.5718961919665,0.7335452759858968,0.007818222184462197,0.05865424019822312,4.9161524246398365,84.022197265625,15.672975260416667
Generic,1784.9110626198508,0.6733002638554254,0.007600442422271922,0.07189982376525426,4.726380341194682,75.97192268192488,18.02325410798122
Generic,350.78699383802814,0.9567979180129964,0.022140636722051188,0.34020326221654784,4.875694788874197,28.6078381147541,3.6231600467289726
Generic,1255.683026864893,0.8604801556242729,0.014387852041100794,0.07848862620219407,4.8760274483565595,77.272265625,15.523359375
Generic,500.7367126369328,0.9445858450842436,0.01386792235491888,0.12818017712889535,5.02100495896518,47.01198974609375,7.5059716796875
Generic,274.726061228482,0.9651104590793567,0.012795744307367211,0.124037122872327,5.329266404280199,55.039501953125,4.859677734375
Generic,950.0385862473905,0.897683225415118,0.010910263668334303,0.09851958788915136,4.842563380529223,61.48400716145834,10.820143229166666
Generic,2535.0314310622316,0.6932824663240159,0.009634244768175263,0.07331996239821803,4.5902570825989795,84.63372591006424,19.71671340811966
Generic,1443.6566347157016,0.8153698858824646,0.00960269442997588,0.08175508270049232,4.9925930606758415,73.65812825520834,11.515319010416667
Generic,1402.2489485524256,0.9147283317043312,0.10362117428974736,0.23688312085554025,4.690975566701766,65.44538818359375,10.7820263671875
Generic,1596.1277529761905,0.79587167880332,0.06707410875174234,0.12652057950492823,4.4234758908549585,64.43163134449244,18.00071390086207
Generic,176.53481147300468,0.9628460162070439,0.030929222674497367,0.37218280020678074,4.935973600456071,15.676189256440281,3.0281323014018695
Generic,887.7033801605504,0.9011137780362655,0.008588214051405167,0.08689249551025023,4.750676638341017,52.40989297161172,13.316088598901098
